id,_URI,instanceID,_PARENT_AURI,fh_1345_rr_c,fh_1345_rr_nc,fh_1345_rr_n,fh_13_45,fh_13_46,fh_13_47,fh_13_47_1n,rta_form_id
819,uuid:73ded2a9-ee9e-41a3-9c29-305ff58721b4,uuid:9ec617ae-1271-4f6c-858d-38963b98196e,uuid:9ec617ae-1271-4f6c-858d-38963b98196e,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
820,uuid:7419de37-da62-412e-b589-d9f725528c5e,uuid:1e0eaaf4-b6ec-4ec4-bb9b-7b55a2a4812e,uuid:1e0eaaf4-b6ec-4ec4-bb9b-7b55a2a4812e,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
821,uuid:74266f23-80bf-4883-a476-80db956d9852,uuid:8ec3776e-b5fd-41fd-bc7b-f04ec534da6c,uuid:8ec3776e-b5fd-41fd-bc7b-f04ec534da6c,1,st,"",1,1,2.8300000000,2,ML_FH_Household_Full_G2
822,uuid:7439ec8d-4c7c-450d-a58e-477f36a59308,uuid:f54a35d6-5bcb-4108-be6c-bc6713e1568f,uuid:f54a35d6-5bcb-4108-be6c-bc6713e1568f,1,st,"",2,0,"","",ML_FH_Household_Full_G2
823,uuid:746328d0-f3fd-4b30-885a-e4750f302618,uuid:c46e9a22-aa31-4bb2-bb92-8edf7d584109,uuid:c46e9a22-aa31-4bb2-bb92-8edf7d584109,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
824,uuid:752590bf-45ac-4164-8a8b-03ced45fc14a,uuid:8f3c3c00-3a02-4ab2-9d0d-4928382ed580,uuid:8f3c3c00-3a02-4ab2-9d0d-4928382ed580,1,st,"",1,1,0.0000000000,2,ML_FH_Household_Full_G2
825,uuid:7556b9bd-f0ea-410d-a71a-e43fbac34a65,uuid:9032574b-2b72-4a86-ad21-2322263e98a1,uuid:9032574b-2b72-4a86-ad21-2322263e98a1,1,st,"",1,0,"","",ML_FH_Household_Full_G2
826,uuid:7581f06c-a55d-4655-a6e9-d04e7c8e59f6,uuid:7811de5f-2484-4efa-a543-3dee299e68dc,uuid:7811de5f-2484-4efa-a543-3dee299e68dc,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
827,uuid:75851e36-fd9a-4d6a-9503-52c1ba8832ba,uuid:dee71f6d-d3b0-4d18-b1f9-ffaa5d42e450,uuid:dee71f6d-d3b0-4d18-b1f9-ffaa5d42e450,1,st,"",2,1,3.6000000000,2,ML_FH_Household_Full_G2
828,uuid:75d47dcd-1675-4da2-929d-87bf77e274c3,uuid:337d388e-1d66-4be4-91bd-10ce406bdb64,uuid:337d388e-1d66-4be4-91bd-10ce406bdb64,1,st,"",2,0,"","",ML_FH_Household_Full_G2
829,uuid:75ea183a-a00a-41ce-b6ea-bbd1f5322ff7,uuid:e8e21a41-e7e1-4f9d-8353-644d7baf0438,uuid:e8e21a41-e7e1-4f9d-8353-644d7baf0438,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
830,uuid:75f9be44-8136-4219-b7af-13c726781e61,uuid:bcec3cf8-5885-419c-9b37-49ea7a672c15,uuid:bcec3cf8-5885-419c-9b37-49ea7a672c15,1,st,"",1,1,9998.0000000000,2,ML_FH_Household_Full_G2
831,uuid:76692acd-5444-43f6-8ebd-cb40eef29b4f,uuid:f07c6a9c-ac3d-4f33-9efc-34dacae8c56f,uuid:f07c6a9c-ac3d-4f33-9efc-34dacae8c56f,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
832,uuid:7683f948-9638-4db8-ac70-eb36ab334c0b,uuid:91ccbc71-6380-43af-85cb-0397b7a601ea,uuid:91ccbc71-6380-43af-85cb-0397b7a601ea,1,st,"",1,0,"","",ML_FH_Household_Full_G2
833,uuid:76c636d3-58bb-4c7f-8390-7d2a510f1113,uuid:553e2e03-4f81-4823-8977-3a67f8337f13,uuid:553e2e03-4f81-4823-8977-3a67f8337f13,1,st,"",1,1,0.0000000000,1,ML_FH_Household_Full_G2
834,uuid:76cbe526-a519-4cc2-9f52-a98d19ba9046,uuid:beabc4d2-8bae-456b-b940-1c1372b20e54,uuid:beabc4d2-8bae-456b-b940-1c1372b20e54,1,st,"",2,1,2.9000000000,2,ML_FH_Household_Full_G2
835,uuid:77674210-e7e5-44d2-bc53-5494be5aafbb,uuid:01e89c68-22ee-4109-823b-dcc6492488b0,uuid:01e89c68-22ee-4109-823b-dcc6492488b0,1,st,"",2,0,"","",ML_FH_Household_Full_G2
836,uuid:779c8bda-0249-48d3-b5a6-97c4fa4fc9d6,uuid:327e956a-f4ab-4252-aa6e-277569a78fa2,uuid:327e956a-f4ab-4252-aa6e-277569a78fa2,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
837,uuid:77ad3510-839f-47a5-a231-1c0f34cc1ee1,uuid:bc0bd8c2-c39b-4e24-870f-59fb4bf9bf6e,uuid:bc0bd8c2-c39b-4e24-870f-59fb4bf9bf6e,1,st,"",1,1,3.5000000000,1,ML_FH_Household_Full_G2
838,uuid:783d36e6-715b-415a-b4e1-edf3e592b67a,uuid:5f924b4f-9454-45b1-a8e0-5dab137336a2,uuid:5f924b4f-9454-45b1-a8e0-5dab137336a2,1,st,"",2,1,2.2000000000,2,ML_FH_Household_Full_G2
839,uuid:786c64be-ba0c-4bdf-b934-5f03d291bc18,uuid:4afaafb9-470e-454f-8447-420334658eb5,uuid:4afaafb9-470e-454f-8447-420334658eb5,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
840,uuid:788865fb-ad8d-48cf-8813-c519cb543be5,uuid:bd8e4d43-8bb8-45a1-9226-6a4afb41b603,uuid:bd8e4d43-8bb8-45a1-9226-6a4afb41b603,1,st,"",2,0,"","",ML_FH_Household_Full_G2
841,uuid:79378599-d4df-4b5a-b7a8-29c57931532f,uuid:2116d45e-24c6-4cea-b98b-8c69cbc31013,uuid:2116d45e-24c6-4cea-b98b-8c69cbc31013,1,st,"",1,0,"","",ML_FH_Household_Full_G2
842,uuid:79bb217b-ac18-47bd-b1e4-ffc715191653,uuid:7af9a4f2-9c5a-4d3b-9f9d-cf39d7330e60,uuid:7af9a4f2-9c5a-4d3b-9f9d-cf39d7330e60,1,st,"",1,0,"","",ML_FH_Household_Full_G2
843,uuid:79c77b15-253c-4fa5-a542-427e1666d753,uuid:2f512449-d091-411d-893d-a637c51ecbfc,uuid:2f512449-d091-411d-893d-a637c51ecbfc,1,st,"",1,0,"","",ML_FH_Household_Full_G2
844,uuid:79de3cd3-c4b0-4928-9114-5a02adb2a277,uuid:d4fc95ca-d732-4465-bcd2-cbf30e0ecaeb,uuid:d4fc95ca-d732-4465-bcd2-cbf30e0ecaeb,1,st,"",2,1,2.5000000000,1,ML_FH_Household_Full_G2
845,uuid:79e2032e-ad75-4305-8687-845e41db0278,uuid:9c17b5e9-dc3e-45e2-a306-b08031839dd9,uuid:9c17b5e9-dc3e-45e2-a306-b08031839dd9,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
846,uuid:79f72b1e-1944-479e-82ee-59e5bd8bafe5,uuid:a97a2093-66c4-4fcf-a9b4-ba3060e1f486,uuid:a97a2093-66c4-4fcf-a9b4-ba3060e1f486,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
847,uuid:7a6b8f88-a37c-4f8f-91c7-c1b137d0f54d,uuid:fef73ef5-5591-4ff7-92b5-520c8958cb1a,uuid:fef73ef5-5591-4ff7-92b5-520c8958cb1a,1,st,"",1,0,"","",ML_FH_Household_Full_G2
848,uuid:7a96d2a1-9102-4073-9a33-4345f9c49d28,uuid:1cf05d28-9f30-4ab2-acee-163ccca08c10,uuid:1cf05d28-9f30-4ab2-acee-163ccca08c10,1,st,"",1,0,"","",ML_FH_Household_Full_G2
849,uuid:7aa10da4-7e83-4929-a21f-0f339c642a7e,uuid:b4f31272-b85d-4d5a-b5fa-99ff3357086c,uuid:b4f31272-b85d-4d5a-b5fa-99ff3357086c,1,st,"",1,0,"","",ML_FH_Household_Full_G2
850,uuid:7ab703db-a8c2-442f-a310-3be02c5c130b,uuid:797ebd05-32e6-4a99-8b27-26ce72cda548,uuid:797ebd05-32e6-4a99-8b27-26ce72cda548,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
851,uuid:7ad06fb6-fcb4-40b9-a56e-7e956e0c50d4,uuid:35217598-10a2-40fa-a08f-cc67a0f2b149,uuid:35217598-10a2-40fa-a08f-cc67a0f2b149,1,st,"",1,0,"","",ML_FH_Household_Full_G2
852,uuid:7b166fc0-0060-42af-baca-50d4bd830dbf,uuid:4d8d3afe-5bd5-4d64-a2fc-62340b17383a,uuid:4d8d3afe-5bd5-4d64-a2fc-62340b17383a,1,st,"",1,1,2.9000000000,2,ML_FH_Household_Full_G2
853,uuid:7b1fd8f5-4e2c-4ad0-8b56-679293910975,uuid:f78d5217-1adf-4559-9603-d66c98ddff7e,uuid:f78d5217-1adf-4559-9603-d66c98ddff7e,1,st,"",1,1,4.0000000000,1,ML_FH_Household_Full_G2
854,uuid:7b2f44e2-714f-4fea-a86a-e5dd7b51ed6b,uuid:dfd08445-612f-4e1b-a941-d46911a1d14b,uuid:dfd08445-612f-4e1b-a941-d46911a1d14b,1,st,"",1,1,2.5000000000,2,ML_FH_Household_Full_G2
855,uuid:7b866818-35b6-4208-b338-e89c470256de,uuid:ea28107a-5ecc-4a39-af24-72094385d1c2,uuid:ea28107a-5ecc-4a39-af24-72094385d1c2,1,st,"",2,0,"","",ML_FH_Household_Full_G2
856,uuid:7ba925c6-d6b9-4163-87e6-4b23774fd616,uuid:50c35ba2-8718-4ea5-b6be-336948c1d38e,uuid:50c35ba2-8718-4ea5-b6be-336948c1d38e,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
857,uuid:7bab6a5e-6583-4fdc-b81d-6b3fe173c570,uuid:c93244a1-0360-4c05-b4f0-b6a83d0ed99d,uuid:c93244a1-0360-4c05-b4f0-b6a83d0ed99d,1,st,"",1,0,"","",ML_FH_Household_Full_G2
858,uuid:7bac8df9-7176-4d6f-87d1-0c251625724f,uuid:a5cbf7eb-571a-4ab4-b3a7-e43b61ec9fcb,uuid:a5cbf7eb-571a-4ab4-b3a7-e43b61ec9fcb,1,st,"",1,0,"","",ML_FH_Household_Full_G2
859,uuid:7c22cb2e-f9b2-444b-83fb-00dbfb39860e,uuid:4db8a835-03b8-4cc9-a345-2934cbb08210,uuid:4db8a835-03b8-4cc9-a345-2934cbb08210,1,st,"",1,0,"","",ML_FH_Household_Full_G2
860,uuid:7c2dceed-e86b-4762-8f40-d8f28f4571fa,uuid:29d09498-d900-4288-b46e-1db279372624,uuid:29d09498-d900-4288-b46e-1db279372624,1,st,"",2,1,2.9000000000,2,ML_FH_Household_Full_G2
861,uuid:7c474101-0ee9-431f-9255-c0494e9bfb3a,uuid:f948504a-a20f-407a-8765-5229aa08f3bb,uuid:f948504a-a20f-407a-8765-5229aa08f3bb,1,st,"",2,0,"","",ML_FH_Household_Full_G2
862,uuid:7c678560-9027-4751-890d-c0c95ecba37f,uuid:decab3e7-4f71-40e9-88fb-57236bb1d230,uuid:decab3e7-4f71-40e9-88fb-57236bb1d230,1,st,"",2,0,"","",ML_FH_Household_Full_G2
863,uuid:7cb3e4a1-9460-47e7-8842-5f92d33ce962,uuid:fd9e293e-5a5d-4e2f-a292-09f28bab376f,uuid:fd9e293e-5a5d-4e2f-a292-09f28bab376f,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
864,uuid:7ccf9097-cf23-4cf6-8da2-84125503b94b,uuid:1363b1bc-a94b-4fbf-b562-7fd1650f1164,uuid:1363b1bc-a94b-4fbf-b562-7fd1650f1164,1,st,"",2,1,4.3000000000,2,ML_FH_Household_Full_G2
865,uuid:7d08fe76-9926-4432-a75e-e3321d0e7430,uuid:abb04ef6-facd-4c75-bce6-41caa5980ecc,uuid:abb04ef6-facd-4c75-bce6-41caa5980ecc,1,st,"",2,0,"","",ML_FH_Household_Full_G2
866,uuid:7d42e419-d4a9-4670-b840-fd8c6da50d13,uuid:a6ef231c-cab1-4853-86b2-52e45df094f2,uuid:a6ef231c-cab1-4853-86b2-52e45df094f2,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
867,uuid:7d450a31-8a27-4c60-881e-5d7ab2a04231,uuid:53393d37-2aa7-4ce5-8957-6c80d0049770,uuid:53393d37-2aa7-4ce5-8957-6c80d0049770,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
868,uuid:7d95eb55-ad60-47f7-bce2-f8c3469b2c5f,uuid:dd09d433-132f-4b26-9a76-0e6a91a6d951,uuid:dd09d433-132f-4b26-9a76-0e6a91a6d951,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
869,uuid:7e28b791-f55d-4e9a-9f3b-9c0563f971af,uuid:b9f92617-b84a-4141-ad0a-2a8a11aa4a3b,uuid:b9f92617-b84a-4141-ad0a-2a8a11aa4a3b,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
870,uuid:7e42e1b5-d092-46cf-ba55-32e1d0346e21,uuid:fd427b99-94d4-42b6-b365-c4ccd79e0ff8,uuid:fd427b99-94d4-42b6-b365-c4ccd79e0ff8,1,st,"",1,1,2.1800000000,2,ML_FH_Household_Full_G2
871,uuid:7e946bc6-fa20-4ced-aa03-2a8c23d4f70f,uuid:b77d3371-19df-4117-a553-243987626cd8,uuid:b77d3371-19df-4117-a553-243987626cd8,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
872,uuid:7ea11b2a-2d93-4792-a2ba-fdd2694040cb,uuid:d721fe51-d0dd-478a-ab71-c8841240ac52,uuid:d721fe51-d0dd-478a-ab71-c8841240ac52,1,st,"",2,0,"","",ML_FH_Household_Full_G2
873,uuid:7ea20848-0b52-41a4-b505-b8b2fa0f43ee,uuid:0370b1d9-fcd5-4af9-8c74-bee4f97401af,uuid:0370b1d9-fcd5-4af9-8c74-bee4f97401af,1,st,"",1,1,3.0000000000,1,ML_FH_Household_Full_G2
874,uuid:7f00a38a-ebe5-41ff-8aaf-dd9f9026d390,uuid:eb002458-4d7d-4972-86be-f2ceadb5e4b3,uuid:eb002458-4d7d-4972-86be-f2ceadb5e4b3,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
875,uuid:7f10cca8-ea4d-48e5-a5a1-305a1acafdbb,uuid:609fcbc3-1443-4ad2-921b-b7a5b2db3c9a,uuid:609fcbc3-1443-4ad2-921b-b7a5b2db3c9a,1,st,"",2,0,"","",ML_FH_Household_Full_G2
876,uuid:7f1ac772-c2ed-4e60-81f0-956640b2edd3,uuid:b4687194-6106-4d07-89f7-34dc6fce59ea,uuid:b4687194-6106-4d07-89f7-34dc6fce59ea,1,st,"",1,0,"","",ML_FH_Household_Full_G2
877,uuid:7f2a6ed5-80c2-462d-954a-67a36e480c2c,uuid:cf6059f7-aa9c-499e-b351-733d5882cc3f,uuid:cf6059f7-aa9c-499e-b351-733d5882cc3f,1,st,"",2,0,"","",ML_FH_Household_Full_G2
878,uuid:7f44aba3-b77e-4986-9d4e-cc3f92ea1994,uuid:51a6ccbd-77a2-4571-8494-7acc7e7b1208,uuid:51a6ccbd-77a2-4571-8494-7acc7e7b1208,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
879,uuid:7f455ee4-fcfd-4616-b6b2-6b5721427647,uuid:9e5da3d7-6f3f-4f3d-99c9-5bc28edf2c9a,uuid:9e5da3d7-6f3f-4f3d-99c9-5bc28edf2c9a,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
880,uuid:7f77f495-0da8-4179-a3cc-bc7b1c9b83a4,uuid:410d5766-70f5-4828-b284-ef7e5e42ee87,uuid:410d5766-70f5-4828-b284-ef7e5e42ee87,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
881,uuid:7f97ebe8-cc96-45df-a746-65652875517e,uuid:fe27bcf2-2d8e-4e8f-9736-79fa51da2e6d~0,uuid:fe27bcf2-2d8e-4e8f-9736-79fa51da2e6d~0,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
882,uuid:7fc2f3ae-39f7-4053-8448-6bff2e770f71,uuid:0b2df2d8-43a7-4ec7-9e59-4e4cff6c36af,uuid:0b2df2d8-43a7-4ec7-9e59-4e4cff6c36af,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
883,uuid:800628e8-21b9-476f-bba6-c43d6385fc5f,uuid:26a6998e-247a-437d-a071-21decd03f0a9,uuid:26a6998e-247a-437d-a071-21decd03f0a9,1,st,"",2,0,"","",ML_FH_Household_Full_G2
884,uuid:8030fa2c-a670-4fb7-958e-6e7f0353985a,uuid:523ce878-e2c5-4be0-8c82-78e9b6ee70af,uuid:523ce878-e2c5-4be0-8c82-78e9b6ee70af,1,st,"",2,1,3.0000000000,1,ML_FH_Household_Full_G2
885,uuid:8070fb99-3c39-43f7-aaa4-25a485ffc208,uuid:22af2e32-cded-467a-8a37-9ef7bf089d74,uuid:22af2e32-cded-467a-8a37-9ef7bf089d74,1,st,"",2,0,"","",ML_FH_Household_Full_G2
886,uuid:80712306-030b-42cf-a91a-0443aa420442,uuid:00a44340-7d34-471c-a5dc-aeef9a533c95,uuid:00a44340-7d34-471c-a5dc-aeef9a533c95,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
887,uuid:80796ef2-0297-400c-a796-f056864a6bf5,uuid:ea1b6c07-857b-4f97-a487-94a5a4c47dbb,uuid:ea1b6c07-857b-4f97-a487-94a5a4c47dbb,1,st,"",1,1,3.5000000000,1,ML_FH_Household_Full_G2
888,uuid:808d8777-621a-4118-adc9-d26e1b87a9bf,uuid:1ca032ce-ea41-4bff-a0aa-43337f561b3f,uuid:1ca032ce-ea41-4bff-a0aa-43337f561b3f,1,st,"",1,1,2.1000000000,2,ML_FH_Household_Full_G2
889,uuid:80c648d9-6904-435a-9de7-31d75a2ea9b3,uuid:e5aec5db-0655-42af-90fe-8164cbdbf512,uuid:e5aec5db-0655-42af-90fe-8164cbdbf512,1,st,"",2,0,"","",ML_FH_Household_Full_G2
890,uuid:80d66bde-e5af-4d56-867f-5bff9b28406c,uuid:6674bcf3-c187-4f64-a3e7-5295fd2e46cd,uuid:6674bcf3-c187-4f64-a3e7-5295fd2e46cd,1,st,"",2,0,"","",ML_FH_Household_Full_G2
891,uuid:8109e447-4ed9-4b32-9e5b-f217e45a0ebc,uuid:e9ce9370-3c96-4727-9a1e-b16350796bd4,uuid:e9ce9370-3c96-4727-9a1e-b16350796bd4,1,st,"",1,1,4.2000000000,2,ML_FH_Household_Full_G2
892,uuid:810c0e80-3856-45db-ba07-a10be8219dc8,uuid:2a7ef715-5539-4924-b9ed-41fdf5fab922,uuid:2a7ef715-5539-4924-b9ed-41fdf5fab922,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
893,uuid:81181d89-4597-4fc3-bbca-a2fc6cc490b6,uuid:de310b89-ad13-46e4-9244-8da8cab8e887,uuid:de310b89-ad13-46e4-9244-8da8cab8e887,1,st,"",1,1,5.0000000000,1,ML_FH_Household_Full_G2
894,uuid:8127d72b-38bc-4a0c-904f-3e3ead7c22fc,uuid:086178b1-7fb1-4e09-ad3b-afcffe440a9c,uuid:086178b1-7fb1-4e09-ad3b-afcffe440a9c,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
895,uuid:8130b567-ea20-4a4c-8b9d-3db53ebef2fe,uuid:8f2a414f-ad1b-4e88-b04a-8d01b182ec20,uuid:8f2a414f-ad1b-4e88-b04a-8d01b182ec20,1,st,"",1,0,"","",ML_FH_Household_Full_G2
896,uuid:81343f46-d08b-4de9-aa0c-4e22f265bd49,uuid:5115b078-7293-44c4-8f1f-5ad2f1fd6488,uuid:5115b078-7293-44c4-8f1f-5ad2f1fd6488,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
897,uuid:817cb720-1b6d-4d5b-aef5-e693915690c7,uuid:8613f705-3470-41e2-b8ee-028b43ca910a,uuid:8613f705-3470-41e2-b8ee-028b43ca910a,1,st,"",2,0,"","",ML_FH_Household_Full_G2
898,uuid:8196d00a-c866-4533-84b9-4a4efc5c3f96,uuid:0055eacd-9a83-4b1a-bec0-1926fef7f45c,uuid:0055eacd-9a83-4b1a-bec0-1926fef7f45c,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
899,uuid:8220b6b8-b30d-49a7-ae7c-ca60c51b5be7,uuid:96db458e-830a-4929-bcbb-c37cdac489a8,uuid:96db458e-830a-4929-bcbb-c37cdac489a8,1,st,"",2,0,"","",ML_FH_Household_Full_G2
900,uuid:822a3b25-5d83-4d9c-825b-d8a6d10a30f8,uuid:93e2b762-cc01-40bd-ac07-f6c15d8f35a8,uuid:93e2b762-cc01-40bd-ac07-f6c15d8f35a8,1,st,"",1,0,"","",ML_FH_Household_Full_G2
901,uuid:824431fe-d386-45ef-86a8-f0785ac638b7,uuid:210be4d9-6a3b-4862-81f2-44a0f2c3fd3f,uuid:210be4d9-6a3b-4862-81f2-44a0f2c3fd3f,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
902,uuid:8291eebb-7962-4bd8-a14b-aa9fb3a8d3f1,uuid:03b19e5d-064a-4ccc-aead-543c1bf92cce,uuid:03b19e5d-064a-4ccc-aead-543c1bf92cce,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
903,uuid:82970ecc-2274-4b62-a951-11e68cd7fbc2,uuid:446c480e-e8be-458b-b19d-24ca3c109e72,uuid:446c480e-e8be-458b-b19d-24ca3c109e72,1,st,"",2,0,"","",ML_FH_Household_Full_G2
904,uuid:82b10102-aa09-4b24-95dc-906746264b6f,uuid:7ef7b040-9e12-48c0-8eec-de58f2f6ec1b,uuid:7ef7b040-9e12-48c0-8eec-de58f2f6ec1b,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
905,uuid:82bcfc6f-1133-4858-a679-5c79e88b0938,uuid:64859a38-3e30-46ab-b3d3-ebacbfc2c99c,uuid:64859a38-3e30-46ab-b3d3-ebacbfc2c99c,1,st,"",1,1,2.5000000000,2,ML_FH_Household_Full_G2
906,uuid:82c92428-8cdb-4cf8-9e41-d997ffe513d5,uuid:4500c8d7-1486-435d-a2b4-595ffa3c0f92,uuid:4500c8d7-1486-435d-a2b4-595ffa3c0f92,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
907,uuid:833b0ab7-92ef-4312-b92e-f1c57a94d344,uuid:c9a188bc-a51a-446c-8854-0a9403ab7e06,uuid:c9a188bc-a51a-446c-8854-0a9403ab7e06,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
908,uuid:836799fd-bb94-48e5-af71-6bcfd8d57161,uuid:249c7efd-ce65-4b02-a79c-309ca2d3adf3,uuid:249c7efd-ce65-4b02-a79c-309ca2d3adf3,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G2
909,uuid:83ee7e3a-a960-44bd-b819-9a0f028c55c2,uuid:baeb09d5-1c68-4e03-9a1d-5d47314726d6,uuid:baeb09d5-1c68-4e03-9a1d-5d47314726d6,1,st,"",1,0,"","",ML_FH_Household_Full_G2
910,uuid:8433bef3-a3c2-4f36-a7ec-a322a2e8a362,uuid:ba38bbff-74e3-46c9-8096-441dbe910265,uuid:ba38bbff-74e3-46c9-8096-441dbe910265,1,st,"",2,0,"","",ML_FH_Household_Full_G2
911,uuid:845c4e77-eeb6-434d-b5f2-9dc25e8dcb9d,uuid:554a5726-77b0-4d9e-a508-6ed1b9f378fe,uuid:554a5726-77b0-4d9e-a508-6ed1b9f378fe,1,st,"",2,1,3.0000000000,2,ML_FH_Household_Full_G2
912,uuid:84a0067a-8339-448e-9a9f-8d7faf230618,uuid:87060cf5-6941-47c4-b305-90d2b47ab2d0,uuid:87060cf5-6941-47c4-b305-90d2b47ab2d0,1,st,"",1,1,3.1000000000,2,ML_FH_Household_Full_G2
913,uuid:84d1c702-5522-4c0f-9228-e806a9a6827d,uuid:9ab66e1a-4525-462b-9945-d4d0ee98609a,uuid:9ab66e1a-4525-462b-9945-d4d0ee98609a,1,st,"",1,0,"","",ML_FH_Household_Full_G2
914,uuid:84e5c111-6a01-4e19-934c-e2102c4408c8,uuid:a429080d-6913-4bb3-81ce-b1e5eedcd387,uuid:a429080d-6913-4bb3-81ce-b1e5eedcd387,1,st,"",2,0,"","",ML_FH_Household_Full_G2
915,uuid:854bf896-8d08-4e2b-8bdd-fd27744179e8,uuid:a6c01bf8-8274-4c2b-8c7c-8c915561d7f2,uuid:a6c01bf8-8274-4c2b-8c7c-8c915561d7f2,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
916,uuid:856ae597-85a9-4f1b-a767-cad844177c43,uuid:d53e7fa1-fc4a-4dc7-b14f-c8753abb7d13,uuid:d53e7fa1-fc4a-4dc7-b14f-c8753abb7d13,1,st,"",1,0,"","",ML_FH_Household_Full_G2
917,uuid:85765b5a-c0dc-4d8b-b020-88bffa36415d,uuid:3e15b4bf-52a1-4ab1-8ecb-375abb5afec2,uuid:3e15b4bf-52a1-4ab1-8ecb-375abb5afec2,1,st,"",2,1,3.8000000000,2,ML_FH_Household_Full_G2
918,uuid:85794a52-47c1-476b-ac6e-a72bc1bbb14e,uuid:e8f6e7a2-7925-4c3f-b649-cb5e4e08f173,uuid:e8f6e7a2-7925-4c3f-b649-cb5e4e08f173,1,st,"",2,0,"","",ML_FH_Household_Full_G2
919,uuid:85edba32-418e-410a-b90e-49d5d4b0804e,uuid:d72fc1fc-d444-41a8-ab40-489a97f479cf,uuid:d72fc1fc-d444-41a8-ab40-489a97f479cf,1,st,"",2,0,"","",ML_FH_Household_Full_G2
920,uuid:862173de-97bc-453a-88d7-0417a7744317,uuid:790a0575-ed2e-4fda-a5cc-15a4748f3b0f,uuid:790a0575-ed2e-4fda-a5cc-15a4748f3b0f,1,st,"",1,0,"","",ML_FH_Household_Full_G2
921,uuid:869f9cc7-c0a0-4e26-8f0b-e7109c75047c,uuid:c47a571e-195e-4bce-b6b9-aae128493fc4,uuid:c47a571e-195e-4bce-b6b9-aae128493fc4,1,st,"",2,1,2.9400000000,2,ML_FH_Household_Full_G2
922,uuid:86c332d1-38ba-4b3c-9135-4576b7c8c355,uuid:c5713137-ba2b-4235-a1fb-09823ecede88,uuid:c5713137-ba2b-4235-a1fb-09823ecede88,1,st,"",2,0,"","",ML_FH_Household_Full_G2
923,uuid:86fdb982-330d-460e-a8ec-228fc35499cb,uuid:2f03910e-1bff-41ea-99e0-1780fe669bd4,uuid:2f03910e-1bff-41ea-99e0-1780fe669bd4,1,st,"",1,1,2.8000000000,2,ML_FH_Household_Full_G2
924,uuid:871beeaf-db27-4c30-b411-a41f4c96ae3a,uuid:31638f6c-be7e-4a9c-80bf-6e775953b76c,uuid:31638f6c-be7e-4a9c-80bf-6e775953b76c,1,st,"",1,0,"","",ML_FH_Household_Full_G2
925,uuid:873f1a24-e4be-4767-9cae-1374d0f5f3cd,uuid:df92e458-1e59-4f7f-9c06-aaab9b129e42,uuid:df92e458-1e59-4f7f-9c06-aaab9b129e42,1,st,"",1,0,"","",ML_FH_Household_Full_G2
926,uuid:8792da56-b856-440b-9813-29606cb22305,uuid:8c716ce3-01c7-42ea-8a61-6c336f204246,uuid:8c716ce3-01c7-42ea-8a61-6c336f204246,1,st,"",2,0,"","",ML_FH_Household_Full_G2
927,uuid:87ad5066-76d0-44da-982b-2aec9ea1690e,uuid:a57ed582-47cf-497d-90f0-4cd3a6a3269a,uuid:a57ed582-47cf-497d-90f0-4cd3a6a3269a,1,st,"",2,1,0.0000000000,1,ML_FH_Household_Full_G2
