id,_URI,instanceID,_PARENT_AURI,fh_1345_rr_c,fh_1345_rr_nc,fh_1345_rr_n,fh_13_45,fh_13_46,fh_13_47,fh_13_47_1n,rta_form_id
106,uuid:c9ed615e-1616-40f2-9da4-2646283b04e7,uuid:f475f791-c6fd-4d7b-bace-979608debb67,uuid:f475f791-c6fd-4d7b-bace-979608debb67,1,st,"",1,1,3.0000000000,1,ML_FH_Household_Full_G1
107,uuid:cb901f37-a456-4b44-9ec0-21aa3d76b1a0,uuid:75d23d9d-1e28-4098-9bbb-f111d6b6be6c,uuid:75d23d9d-1e28-4098-9bbb-f111d6b6be6c,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G1
108,uuid:cdd738ab-0fa0-453d-b9f9-75b5ad622b8d,uuid:573a89a1-4e46-4fb0-a658-f011f1e91419,uuid:573a89a1-4e46-4fb0-a658-f011f1e91419,1,st,"",2,1,3.3100000000,2,ML_FH_Household_Full_G1
109,uuid:ce0fc19a-0b04-4c2e-a324-7ee04d1201eb,uuid:06452e1f-a8e7-4359-aac4-6af2f1a7fcad,uuid:06452e1f-a8e7-4359-aac4-6af2f1a7fcad,1,st,"",1,1,2.2000000000,2,ML_FH_Household_Full_G1
110,uuid:d0791185-c3c6-4692-a3f8-3f6d9a7ffec3,uuid:70afa845-a0d1-4f44-a221-2dc9255ea28b,uuid:70afa845-a0d1-4f44-a221-2dc9255ea28b,1,st,"",1,0,"","",ML_FH_Household_Full_G1
111,uuid:d257f722-1dbf-45de-bd47-af0e86544249,uuid:66508978-3436-4ab0-9741-984eea13985a,uuid:66508978-3436-4ab0-9741-984eea13985a,1,st,"",2,0,"","",ML_FH_Household_Full_G1
112,uuid:d3f36ab2-7415-4480-ac4f-998c9d0e035f,uuid:4ab50ed3-a869-4519-8a89-5e070d1b300c,uuid:4ab50ed3-a869-4519-8a89-5e070d1b300c,1,st,"",1,0,"","",ML_FH_Household_Full_G1
113,uuid:d4a720c0-ff04-4f36-8949-207e982eb459,uuid:cecd834f-ebd4-4f23-aaa3-3868d435aa6d,uuid:cecd834f-ebd4-4f23-aaa3-3868d435aa6d,1,st,"",2,0,"","",ML_FH_Household_Full_G1
114,uuid:d56b265a-8156-4146-999d-81d7342f469e,uuid:c23011bc-d7f5-42bd-a9e0-dbd6018ff9e8,uuid:c23011bc-d7f5-42bd-a9e0-dbd6018ff9e8,1,st,"",1,0,"","",ML_FH_Household_Full_G1
115,uuid:d70ac898-7ba7-444f-82ea-f7ea46e0b22f,uuid:f9331647-910e-4b90-8431-a072bf8c7c15,uuid:f9331647-910e-4b90-8431-a072bf8c7c15,1,st,"",1,1,3.4000000000,2,ML_FH_Household_Full_G1
116,uuid:d774e35e-d32f-4217-9322-89ff3c37ea5f,uuid:5b5c8bf5-c511-4f35-9709-88ef9c0a6127,uuid:5b5c8bf5-c511-4f35-9709-88ef9c0a6127,1,st,"",2,1,3.5000000000,1,ML_FH_Household_Full_G1
117,uuid:d85721de-6894-49f0-8d91-9a3d22f4b17b,uuid:7b35e614-753b-4403-af69-01ea8bd5df94,uuid:7b35e614-753b-4403-af69-01ea8bd5df94,1,st,"",2,1,6.0000000000,1,ML_FH_Household_Full_G1
118,uuid:db0740f3-d87b-4ed3-b2e9-d53b441729ff,uuid:da907c29-2206-4fcf-9bab-d3f6fcb15973,uuid:da907c29-2206-4fcf-9bab-d3f6fcb15973,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G1
119,uuid:dd77a0d5-90a5-4521-bc40-b4859bf03e65,uuid:1f57edb1-a433-4980-b5c1-6cb88722f93e,uuid:1f57edb1-a433-4980-b5c1-6cb88722f93e,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G1
120,uuid:de783731-81ac-4c85-960c-84e2820468ac,uuid:9e6f3c21-8caf-42c7-a02d-55dc6bff0160,uuid:9e6f3c21-8caf-42c7-a02d-55dc6bff0160,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G1
121,uuid:de951ff0-3fd8-4c86-92df-df90ce36b600,uuid:1939d98f-c1c8-4516-84ef-426cb5293a53,uuid:1939d98f-c1c8-4516-84ef-426cb5293a53,1,st,"",1,1,2.1000000000,2,ML_FH_Household_Full_G1
122,uuid:e009f84e-1597-4d22-be70-c7a858709cd0,uuid:f359c1ee-75f6-4310-9a59-9935217853f9,uuid:f359c1ee-75f6-4310-9a59-9935217853f9,1,st,"",1,1,3.7000000000,2,ML_FH_Household_Full_G1
123,uuid:e309756c-31f7-40da-a2d3-4ee9ede08125,uuid:627f3c8e-97de-4208-9b04-15dcb313b599,uuid:627f3c8e-97de-4208-9b04-15dcb313b599,1,st,"",1,1,2.2000000000,2,ML_FH_Household_Full_G1
124,uuid:e51b7387-e48f-4d14-b44a-33fd22d1195f,uuid:8a593fb8-fb50-45bf-84c4-3d3bae0d44f6,uuid:8a593fb8-fb50-45bf-84c4-3d3bae0d44f6,1,st,"",2,1,4.5000000000,2,ML_FH_Household_Full_G1
125,uuid:e859a444-58e6-4cab-a52f-96c770729e52,uuid:76d2f563-0022-41c8-b442-5be30ba63a6c,uuid:76d2f563-0022-41c8-b442-5be30ba63a6c,1,st,"",1,1,3.0000000000,1,ML_FH_Household_Full_G1
126,uuid:e8eb57ba-2a97-481e-9ff1-a33e0cacbf61,uuid:abf7d99b-4032-455a-9665-bc1ac9a19222,uuid:abf7d99b-4032-455a-9665-bc1ac9a19222,1,st,"",1,0,"","",ML_FH_Household_Full_G1
127,uuid:ebc110a0-2834-466a-baff-09390ac2826d,uuid:cdfa7d3a-dd8c-4585-bb10-fd41eac62671,uuid:cdfa7d3a-dd8c-4585-bb10-fd41eac62671,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G1
128,uuid:ec16536b-dba0-4b00-a7ea-c30b9fe18204,uuid:1cbf3e46-853a-4993-ae4b-7aa5423b5cfa,uuid:1cbf3e46-853a-4993-ae4b-7aa5423b5cfa,1,st,"",2,0,"","",ML_FH_Household_Full_G1
129,uuid:ee5c88b7-8d37-46c0-886d-0294b071529c,uuid:a482fbc9-a60e-4d24-ba75-d762ec41fc02,uuid:a482fbc9-a60e-4d24-ba75-d762ec41fc02,1,st,"",1,1,3.7000000000,1,ML_FH_Household_Full_G1
130,uuid:f12445de-fc7f-4b12-ba67-117b5d7c22e9,uuid:f497203c-7264-4a40-bc53-de8d552f4199,uuid:f497203c-7264-4a40-bc53-de8d552f4199,2,nd,"",1,1,2.7000000000,2,ML_FH_Household_Full_G1
131,uuid:f182302f-936c-400f-9c7f-3c602e502416,uuid:b68e8344-1926-477e-ad38-51143074dad7,uuid:b68e8344-1926-477e-ad38-51143074dad7,1,st,"",2,0,"","",ML_FH_Household_Full_G1
132,uuid:f19451cc-41e8-4587-add3-47af8ca30257,uuid:4ab50ed3-a869-4519-8a89-5e070d1b300c,uuid:4ab50ed3-a869-4519-8a89-5e070d1b300c,2,nd,"",1,0,"","",ML_FH_Household_Full_G1
133,uuid:f3c19b04-36f1-459e-93ce-40b014774ca4,uuid:44bd8d64-6846-4846-ab43-b571a7b35e55,uuid:44bd8d64-6846-4846-ab43-b571a7b35e55,1,st,"",2,1,9998.0000000000,2,ML_FH_Household_Full_G1
134,uuid:0025f49c-2c83-46ee-a6d1-c5a7c937017d,uuid:a26094b0-c263-40ae-9557-9e312e062fad,uuid:a26094b0-c263-40ae-9557-9e312e062fad,1,st,"",2,0,"","",ML_FH_Household_Full_G2
135,uuid:002ce6a8-d424-4d6d-b876-4b2d90a2f790,uuid:292a848f-577b-4688-aa57-88007cd586e5,uuid:292a848f-577b-4688-aa57-88007cd586e5,1,st,"",1,0,"","",ML_FH_Household_Full_G2
136,uuid:005a7da5-b53d-4a2d-96b4-6beadacf1b22,uuid:9db5aed9-cdb9-4fb1-a8df-9d7a4ab771b5,uuid:9db5aed9-cdb9-4fb1-a8df-9d7a4ab771b5,1,st,"",2,0,"","",ML_FH_Household_Full_G2
137,uuid:00f09aef-90a2-4cb4-ab6c-e97d10767d12,uuid:5784ad12-8fa2-4be4-ad00-ad0d56c78460,uuid:5784ad12-8fa2-4be4-ad00-ad0d56c78460,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
138,uuid:01109f3d-17ae-4ba5-b13d-d4b1b013a28b,uuid:5c3bf9ab-d148-46bf-a329-29f1e75eddb2,uuid:5c3bf9ab-d148-46bf-a329-29f1e75eddb2,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
139,uuid:014486ec-f3fd-4155-ae11-21b73a193306,uuid:8773825e-7bfc-4a1f-a3b7-e796afebd554,uuid:8773825e-7bfc-4a1f-a3b7-e796afebd554,1,st,"",1,1,4.0000000000,1,ML_FH_Household_Full_G2
140,uuid:01476b90-a158-4e11-87d6-54f38a08af1b,uuid:22d625a9-2fdb-4110-9791-0e159e320bf5,uuid:22d625a9-2fdb-4110-9791-0e159e320bf5,1,st,"",2,0,"","",ML_FH_Household_Full_G2
141,uuid:0155cf9f-89c2-42f7-aa81-75e5e654cb4a,uuid:a30d1d02-406a-48bb-b240-d7419391a818,uuid:a30d1d02-406a-48bb-b240-d7419391a818,1,st,"",1,0,"","",ML_FH_Household_Full_G2
142,uuid:0176907a-34b2-44e4-b41f-f48dec8a7b09,uuid:fc1f6ee9-3313-4aff-aca2-d3e578f50418,uuid:fc1f6ee9-3313-4aff-aca2-d3e578f50418,1,st,"",1,0,"","",ML_FH_Household_Full_G2
143,uuid:01cd061b-4013-4af2-a610-aacc1fb3b233,uuid:f307486b-2de2-4e72-b0cf-99eab614dbf6,uuid:f307486b-2de2-4e72-b0cf-99eab614dbf6,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
144,uuid:01d5be62-c87d-482a-bfe2-512b6a4e4673,uuid:8602ca45-162e-4bd9-be45-72e3c2b38245,uuid:8602ca45-162e-4bd9-be45-72e3c2b38245,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
145,uuid:01d872e9-84d4-48e5-a1e2-54f423117a20,uuid:2181dbfc-fc33-4baf-b64a-a32975cc32ed,uuid:2181dbfc-fc33-4baf-b64a-a32975cc32ed,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
146,uuid:01d945f5-8c42-4b67-81fe-935d079c2653,uuid:6b9ad4bd-71c9-4aa7-b466-6d3ca85bc955,uuid:6b9ad4bd-71c9-4aa7-b466-6d3ca85bc955,1,st,"",2,1,2.5000000000,2,ML_FH_Household_Full_G2
147,uuid:0268da2b-513c-4928-a3c9-ff591c360d8b,uuid:c3194d6a-2b2a-4a75-8e20-31781c268690,uuid:c3194d6a-2b2a-4a75-8e20-31781c268690,1,st,"",2,1,2.0000000000,2,ML_FH_Household_Full_G2
148,uuid:02874548-20dc-4604-a492-be7b87af424b,uuid:6580a93f-1a2c-4695-a814-bb869983ec0e,uuid:6580a93f-1a2c-4695-a814-bb869983ec0e,1,st,"",2,1,2.0000000000,2,ML_FH_Household_Full_G2
149,uuid:02d16b60-7bf9-44e8-ae81-df3ccd087699,uuid:78eb42aa-b571-4be3-9288-c2ef130156bb,uuid:78eb42aa-b571-4be3-9288-c2ef130156bb,1,st,"",2,0,"","",ML_FH_Household_Full_G2
150,uuid:030f3f22-a9c3-4e58-a944-1d937ff531e5,uuid:ddc9540f-a827-4a49-b9e0-8da57ef006ce,uuid:ddc9540f-a827-4a49-b9e0-8da57ef006ce,1,st,"",1,0,"","",ML_FH_Household_Full_G2
151,uuid:0383408a-2217-41e5-8c4a-8ccd6f414316,uuid:fc32b8de-0b21-4045-92ab-ce01f04b8115,uuid:fc32b8de-0b21-4045-92ab-ce01f04b8115,1,st,"",2,0,"","",ML_FH_Household_Full_G2
152,uuid:03f10961-81d6-4c53-9f50-4392ab60da44,uuid:58014afa-23bb-4352-83c8-327df0f91b70,uuid:58014afa-23bb-4352-83c8-327df0f91b70,1,st,"",1,1,3.3000000000,2,ML_FH_Household_Full_G2
153,uuid:03f2a7a1-906b-4c92-94cf-0ebe1919afb9,uuid:95976fc3-8aac-46c2-8c11-b17edcf1340c,uuid:95976fc3-8aac-46c2-8c11-b17edcf1340c,1,st,"",1,1,7.0000000000,2,ML_FH_Household_Full_G2
154,uuid:040a44d0-de5f-4785-b98a-0d6a5b161d14,uuid:6a0527d7-dc83-4682-9b8d-2c1a8a1e3f8d,uuid:6a0527d7-dc83-4682-9b8d-2c1a8a1e3f8d,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
155,uuid:044bb809-0870-403e-8edc-03917edebecd,uuid:0bb99643-7e8b-4016-ae06-974198be068d,uuid:0bb99643-7e8b-4016-ae06-974198be068d,1,st,"",1,0,"","",ML_FH_Household_Full_G2
156,uuid:049e15bc-0398-4a11-845a-ab8eb0df864b,uuid:33d96f27-4fd7-4c01-b699-b388e475cb6a,uuid:33d96f27-4fd7-4c01-b699-b388e475cb6a,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
157,uuid:04c376bf-251c-486f-9c5e-74b64647c9da,uuid:c09a36eb-d51e-4d18-9ba6-cedc76ec2295,uuid:c09a36eb-d51e-4d18-9ba6-cedc76ec2295,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
158,uuid:04c9ca54-f76c-4293-936b-665fed8c3ec8,uuid:5e33a938-c344-4424-84e3-84b54cdbbeb2,uuid:5e33a938-c344-4424-84e3-84b54cdbbeb2,1,st,"",2,1,2.7000000000,2,ML_FH_Household_Full_G2
159,uuid:04ee007f-fb8a-4d52-814c-03c77f0f783b,uuid:6cd6822e-2061-46ea-a1eb-7843326988a2,uuid:6cd6822e-2061-46ea-a1eb-7843326988a2,1,st,"",1,0,"","",ML_FH_Household_Full_G2
160,uuid:052ac233-b67f-410e-b3c6-2581c354cec1,uuid:c31de8d4-aee0-486c-88b2-dccdfd310927,uuid:c31de8d4-aee0-486c-88b2-dccdfd310927,1,st,"",2,1,2.8000000000,2,ML_FH_Household_Full_G2
161,uuid:056de0dd-edfd-4540-b364-2f7758273988,uuid:0a91faa0-8527-41b8-969c-dce4fb5a5f81,uuid:0a91faa0-8527-41b8-969c-dce4fb5a5f81,1,st,"",1,0,"","",ML_FH_Household_Full_G2
162,uuid:0590e8d0-7a77-4460-a290-f4e9a0e0f843,uuid:bfc7ff07-b1db-4445-a31b-0f2ddfa5fce4,uuid:bfc7ff07-b1db-4445-a31b-0f2ddfa5fce4,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
163,uuid:05ab966c-a7e6-4b87-991d-c1883f12db04,uuid:55f349d0-4ff5-4825-9c9a-eef731f1d06c,uuid:55f349d0-4ff5-4825-9c9a-eef731f1d06c,1,st,"",2,1,3.8000000000,2,ML_FH_Household_Full_G2
164,uuid:05b07632-cdf3-434a-bae0-c204fa8e3220,uuid:42cdd504-0862-4725-b1b6-f5ac5f035aa4,uuid:42cdd504-0862-4725-b1b6-f5ac5f035aa4,1,st,"",1,0,"","",ML_FH_Household_Full_G2
165,uuid:05cf06c4-1ee4-4377-9299-746e96ae55f3,uuid:3f30b2b3-a78f-43ea-9efb-a668aaf6e066,uuid:3f30b2b3-a78f-43ea-9efb-a668aaf6e066,1,st,"",1,1,9998.0000000000,2,ML_FH_Household_Full_G2
166,uuid:05f6db92-48cb-46f2-8bcd-43e2f6be3758,uuid:131f6197-5ba3-43a3-a024-a67f06a34b1d,uuid:131f6197-5ba3-43a3-a024-a67f06a34b1d,1,st,"",1,1,4.1000000000,2,ML_FH_Household_Full_G2
167,uuid:05fd7948-b6ff-4e47-aadb-e475337599ce,uuid:702de772-cb55-4821-b50b-be54e71ea8e4,uuid:702de772-cb55-4821-b50b-be54e71ea8e4,1,st,"",2,1,2.4000000000,2,ML_FH_Household_Full_G2
168,uuid:06132875-41d3-4fe9-87d5-822ee4215e8b,uuid:08df4404-fb71-4a31-8e48-d4344270e74a,uuid:08df4404-fb71-4a31-8e48-d4344270e74a,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
169,uuid:062c3f58-3fc7-4591-953e-925555eff23c,uuid:551cca0e-51a2-4163-8db2-a12e793d1580,uuid:551cca0e-51a2-4163-8db2-a12e793d1580,1,st,"",2,1,9998.0000000000,2,ML_FH_Household_Full_G2
170,uuid:0630bded-bc7a-40be-b187-1833d43ee394,uuid:e4e63291-2e11-401c-a613-1f659db2855a,uuid:e4e63291-2e11-401c-a613-1f659db2855a,1,st,"",1,0,"","",ML_FH_Household_Full_G2
171,uuid:06cc39ea-b002-41b2-b3f4-586e825a0931,uuid:5dcf1479-10b0-4054-877c-fb10e6386eaa,uuid:5dcf1479-10b0-4054-877c-fb10e6386eaa,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
172,uuid:06d486f1-4499-4637-bb8c-1706dc31b7d5,uuid:2f59f699-164f-4ef9-959f-c19a23d86465,uuid:2f59f699-164f-4ef9-959f-c19a23d86465,1,st,"",1,0,"","",ML_FH_Household_Full_G2
173,uuid:06e7ec76-f1a1-4ab9-8387-23d0957a188d,uuid:e239cb17-dda6-4e2b-9ef5-86caef60a703,uuid:e239cb17-dda6-4e2b-9ef5-86caef60a703,1,st,"",1,0,"","",ML_FH_Household_Full_G2
174,uuid:071de2dc-6e34-461c-a3a1-cd7d17c1f0f1,uuid:cddb9c30-4ade-446a-8371-ce0b136a5931,uuid:cddb9c30-4ade-446a-8371-ce0b136a5931,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
175,uuid:0756d1a5-c7d7-4e03-af5c-8a465aadc0d7,uuid:bd9fbebc-0a8f-4aba-8a83-096e6d0d97ff,uuid:bd9fbebc-0a8f-4aba-8a83-096e6d0d97ff,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
176,uuid:075dddc4-a024-4b33-acef-954fb4723bfa,uuid:a8aadef9-6d95-4136-884e-d6a6220a2b67,uuid:a8aadef9-6d95-4136-884e-d6a6220a2b67,1,st,"",2,1,2.7000000000,2,ML_FH_Household_Full_G2
177,uuid:0797e078-3a46-4125-a71a-f806d6c38859,uuid:0934146c-5513-4a7d-b007-d483398d207c,uuid:0934146c-5513-4a7d-b007-d483398d207c,1,st,"",1,1,2.7000000000,2,ML_FH_Household_Full_G2
178,uuid:08098563-0488-4cda-b0b0-03a9ad62bde7,uuid:637c0f78-9449-4c32-841a-f36b8e02e596,uuid:637c0f78-9449-4c32-841a-f36b8e02e596,1,st,"",1,1,2.9000000000,2,ML_FH_Household_Full_G2
179,uuid:085e71b3-9893-4a58-8ad4-4ebd63312dd9,uuid:02154294-e957-422e-829f-653678da1fe4,uuid:02154294-e957-422e-829f-653678da1fe4,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
180,uuid:08642668-146c-4d2a-998f-20314e70c030,uuid:b4c241b3-4786-4398-88cb-ac69b644bbaa,uuid:b4c241b3-4786-4398-88cb-ac69b644bbaa,1,st,"",1,1,9998.0000000000,1,ML_FH_Household_Full_G2
181,uuid:086db627-ee9b-4ec5-a488-e4f116c70290,uuid:f9919e79-6977-42c8-8e8c-0e6ab637eec2,uuid:f9919e79-6977-42c8-8e8c-0e6ab637eec2,2,nd,"",1,1,2.6000000000,2,ML_FH_Household_Full_G2
182,uuid:08786239-b597-4258-92eb-d33f1df8e1d4,uuid:b0e25338-b0f7-48ab-ade8-fff52255647c,uuid:b0e25338-b0f7-48ab-ade8-fff52255647c,1,st,"",1,1,0.0000000000,2,ML_FH_Household_Full_G2
183,uuid:089d8b56-2a3c-40e8-b6cf-18a56a355d04,uuid:dae27414-8e84-4225-bf04-12903d306a23,uuid:dae27414-8e84-4225-bf04-12903d306a23,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
184,uuid:08ab2839-83df-40ec-9124-b7c7e080bb75,uuid:a4f66ba1-bda2-49a2-b879-99f1e4b9a383,uuid:a4f66ba1-bda2-49a2-b879-99f1e4b9a383,1,st,"",2,0,"","",ML_FH_Household_Full_G2
185,uuid:08e933f2-8967-41c1-85ac-b5a3a94d5e7b,uuid:1d711945-28b8-43c5-bf71-d60b33fb7644,uuid:1d711945-28b8-43c5-bf71-d60b33fb7644,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
186,uuid:08f6353c-bf56-4bf6-b10e-2afb9d1c0994,uuid:b2d077e3-a1d1-4328-b930-c63ad780a85c,uuid:b2d077e3-a1d1-4328-b930-c63ad780a85c,1,st,"",2,0,"","",ML_FH_Household_Full_G2
187,uuid:09225780-2986-4e32-8ee9-8bbbb948a64b,uuid:af6a0378-4efd-4874-9316-b2def63366bd,uuid:af6a0378-4efd-4874-9316-b2def63366bd,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
188,uuid:0981e1ac-02c2-4f0a-aae9-336e6f5a0bcc,uuid:91dcbf51-c7c0-4128-924a-aadbc89c05e3,uuid:91dcbf51-c7c0-4128-924a-aadbc89c05e3,1,st,"",2,0,"","",ML_FH_Household_Full_G2
189,uuid:0a4bf0d2-55e3-42ce-9684-8ee22993e893,uuid:c265193e-ecfd-45cf-92b7-040a35e4046b,uuid:c265193e-ecfd-45cf-92b7-040a35e4046b,1,st,"",2,1,3.2000000000,2,ML_FH_Household_Full_G2
190,uuid:0a57a23b-b1ae-4ff4-84bf-f3a50ccbc3fa,uuid:7642e817-8ab8-4529-8359-2b263daafdfc,uuid:7642e817-8ab8-4529-8359-2b263daafdfc,1,st,"",2,1,3.8000000000,1,ML_FH_Household_Full_G2
191,uuid:0aa0f222-b112-4504-9a71-91d19a4e916e,uuid:38feadf6-e126-4bed-aac6-8dc030e71004,uuid:38feadf6-e126-4bed-aac6-8dc030e71004,1,st,"",1,1,2.7000000000,2,ML_FH_Household_Full_G2
192,uuid:0ae13c05-d920-4857-9340-815121110184,uuid:b0ab096f-c4cc-4241-b828-607f2df9cacd,uuid:b0ab096f-c4cc-4241-b828-607f2df9cacd,1,st,"",1,1,2.9000000000,1,ML_FH_Household_Full_G2
193,uuid:0b8c6e2f-f120-48f2-b69d-fde2bb5919dc,uuid:c8dbd7c0-0732-425c-bc14-d17d045e7f6a,uuid:c8dbd7c0-0732-425c-bc14-d17d045e7f6a,1,st,"",1,0,"","",ML_FH_Household_Full_G2
194,uuid:0bb36f30-57c2-44c0-8bba-ca68a7705071,uuid:6d943c3a-1ccd-44ad-8ef7-dcdbb0ceb84c,uuid:6d943c3a-1ccd-44ad-8ef7-dcdbb0ceb84c,1,st,"",1,0,"","",ML_FH_Household_Full_G2
195,uuid:0bb493f5-7d15-4f18-911e-6b981890869b,uuid:92448b9e-dad8-44ba-b44c-842f2ddc20c2,uuid:92448b9e-dad8-44ba-b44c-842f2ddc20c2,1,st,"",1,0,"","",ML_FH_Household_Full_G2
196,uuid:0be68d4c-8b2f-458b-92d4-97262a8b69a7,uuid:ab892cf3-4233-43fc-9765-9caf397e7b19,uuid:ab892cf3-4233-43fc-9765-9caf397e7b19,1,st,"",2,1,9998.0000000000,1,ML_FH_Household_Full_G2
197,uuid:0beafaea-a200-4dc0-9c9a-b68cdcd8f0f0,uuid:cb01b25c-1c1f-48e4-b390-700d08a2b155,uuid:cb01b25c-1c1f-48e4-b390-700d08a2b155,1,st,"",2,0,"","",ML_FH_Household_Full_G2
198,uuid:0c0e2f9c-8667-4e4c-a50e-2196f49c470d,uuid:785deabb-a299-4444-aa4c-d3236f3a1e69,uuid:785deabb-a299-4444-aa4c-d3236f3a1e69,1,st,"",1,1,3.2000000000,2,ML_FH_Household_Full_G2
199,uuid:0c32c6fe-17b2-4c45-a05a-04f2aace6328,uuid:cbf53c18-7472-4aee-bf54-4127bf73cee0,uuid:cbf53c18-7472-4aee-bf54-4127bf73cee0,1,st,"",2,1,3.4000000000,2,ML_FH_Household_Full_G2
200,uuid:0c35d198-e453-461f-a1ca-3bf7cb0a46d8,uuid:85dba526-2f60-4cd3-b330-9e07650a2277,uuid:85dba526-2f60-4cd3-b330-9e07650a2277,1,st,"",2,1,3.5000000000,2,ML_FH_Household_Full_G2
201,uuid:0cb061ed-439f-464c-b83a-416288a387af,uuid:32363745-f3bc-4d85-84a0-5c1d37f5af98,uuid:32363745-f3bc-4d85-84a0-5c1d37f5af98,1,st,"",2,0,"","",ML_FH_Household_Full_G2
202,uuid:0cbfa253-a44c-4d76-9bbe-0262c6ad55b8,uuid:775fb723-7dba-4718-b93e-58ddfd0913f5,uuid:775fb723-7dba-4718-b93e-58ddfd0913f5,1,st,"",2,1,2.7000000000,2,ML_FH_Household_Full_G2
203,uuid:0cee033f-01a9-4f78-9f5c-73b26830763e,uuid:eb77a951-5758-4558-b8db-25da4dacaaf3,uuid:eb77a951-5758-4558-b8db-25da4dacaaf3,1,st,"",1,0,"","",ML_FH_Household_Full_G2
204,uuid:0cfa3bb9-1447-4e5b-81e9-bd147325587d,uuid:83ff6e58-1809-403e-8c89-a0b540b72009,uuid:83ff6e58-1809-403e-8c89-a0b540b72009,1,st,"",1,0,"","",ML_FH_Household_Full_G2
205,uuid:0d05bfd2-6b73-4da3-8b44-c04a98d4faad,uuid:1c34a7f2-ac83-4c0f-8f58-c8a7445564f9,uuid:1c34a7f2-ac83-4c0f-8f58-c8a7445564f9,1,st,"",1,1,3.5000000000,2,ML_FH_Household_Full_G2
206,uuid:0d21a4b0-514f-4396-a281-e1b20045766e,uuid:43bac72e-ced8-4821-9721-cfd521bbf380,uuid:43bac72e-ced8-4821-9721-cfd521bbf380,1,st,"",2,1,9998.0000000000,2,ML_FH_Household_Full_G2
207,uuid:0d4ead91-d477-475d-9147-94b9d4a5d682,uuid:139d6ed5-40e1-41ae-aec3-c4d03d9d9b6b,uuid:139d6ed5-40e1-41ae-aec3-c4d03d9d9b6b,1,st,"",2,1,2.7000000000,2,ML_FH_Household_Full_G2
208,uuid:0d5da1de-3305-4aba-b6c4-f63e0c057029,uuid:070554d9-5a5a-4e63-8656-c499f70d0a36,uuid:070554d9-5a5a-4e63-8656-c499f70d0a36,1,st,"",1,1,2.7000000000,2,ML_FH_Household_Full_G2
209,uuid:0d6c2670-8597-41d7-99dc-0795780e9576,uuid:479a5865-31ef-45ff-bdfd-1de9f03d3b72,uuid:479a5865-31ef-45ff-bdfd-1de9f03d3b72,1,st,"",1,1,3.0000000000,2,ML_FH_Household_Full_G2
210,uuid:0d720a25-360d-4ad7-a52a-8785723afec4,uuid:95dd0b0c-80ff-4322-a1dd-344bc0781d1e,uuid:95dd0b0c-80ff-4322-a1dd-344bc0781d1e,1,st,"",2,0,"","",ML_FH_Household_Full_G2
211,uuid:0d91cad4-6c6f-41c4-a8be-31771ca33de2,uuid:9fbb90cc-38c2-4660-8950-3e42c5c290c0,uuid:9fbb90cc-38c2-4660-8950-3e42c5c290c0,1,st,"",2,1,3.1000000000,2,ML_FH_Household_Full_G2
212,uuid:0d9733f7-5f62-44ef-8368-39621a1d2765,uuid:ee53bc55-fd6d-45bb-9178-6c6bacfa3395,uuid:ee53bc55-fd6d-45bb-9178-6c6bacfa3395,2,nd,"",2,1,3.3000000000,2,ML_FH_Household_Full_G2
213,uuid:0d9d1510-e9dc-4ee2-9d5d-dd26f5a3c63d,uuid:e167506b-67f6-496e-bccd-c22b9b00962d,uuid:e167506b-67f6-496e-bccd-c22b9b00962d,1,st,"",2,0,"","",ML_FH_Household_Full_G2
214,uuid:0da50b36-4442-44bb-9c3b-bac958060171,uuid:c691e2d4-b078-4a1f-b3eb-8f2f218bb198,uuid:c691e2d4-b078-4a1f-b3eb-8f2f218bb198,1,st,"",2,0,"","",ML_FH_Household_Full_G2
